id_transacao,data_transacao,cpf_aluno,plano_adquirido,cep_cobranca,valor_brl,mes_referencia,tickets_suporte,nps_score,horas_assistidas,venda_em_feriado,cidade,uf,bairro
TX-50214,2024-07-03,***.024.375-**,Premium,20031050.0,"99,90",2024-07,,,,False,Rio de Janeiro,RJ,Centro
TX-50215,2024-01-28,***.245.607-**,B�sico,20031050.0,"49,90",2024-01,5.0,4.0,60.6,False,Rio de Janeiro,RJ,Centro
TX-50216,2024-12-31,***.242.605-**,,50010000.0,"49,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50217,2024-09-22,***.600.230-**,B�sico,4538133.0,"49,90",2024-09,,,,False,,,
TX-50218,2024-09-23,***.642.612-**,Premium,70040010.0,"99,90",2024-09,,,,False,Brasília,DF,Asa Norte
TX-50219,2024-06-30,***.171.827-**,Premium,90010150.0,"99,90",2024-06,,,,False,Porto Alegre,RS,Centro Histórico
TX-50220,2024-12-18,***.100.687-**,B�sico,80010010.0,"49,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50221,2024-09-08,***.100.231-**,B�sico,60060440.0,"49,90",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-50222,2024-12-02,***.905.504-**,B�sico,69010000.0,"49,90",2024-12,,,,False,Manaus,AM,Centro
TX-50223,2024-09-14,***.004.365-**,Anual,50010000.0,"899,00",2024-09,,,,False,Recife,PE,Santo Antônio
TX-50224,2024-09-18,***.822.378-**,B�sico,60060440.0,"49,90",2024-09,,,,False,Fortaleza,CE,Praia de Iracema
TX-50225,2024-09-15,***.973.203-**,B�sico,69010000.0,"49,90",2024-09,,,,False,Manaus,AM,Centro
TX-50226,2024-01-04,***.107.071-**,B�sico,50010000.0,"49,90",2024-01,0.0,,138.6,False,Recife,PE,Santo Antônio
TX-50227,2024-08-20,***.052.774-**,Premium,90010150.0,"99,90",2024-08,,,,False,Porto Alegre,RS,Centro Histórico
TX-50228,2024-06-18,***.927.524-**,B�sico,90010150.0,"49,90",2024-06,,,,False,Porto Alegre,RS,Centro Histórico
TX-50229,2024-01-27,***.907.844-**,B�sico,20031050.0,"49,90",2024-01,4.0,8.0,52.1,False,Rio de Janeiro,RJ,Centro
TX-50230,2024-01-11,***.449.353-**,B�sico,60060440.0,"49,90",2024-01,1.0,7.0,85.9,False,Fortaleza,CE,Praia de Iracema
TX-50231,2024-12-16,***.920.530-**,B�sico,80010010.0,"49,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50232,2024-04-15,***.620.448-**,B�sico,20031050.0,"49,90",2024-04,0.0,4.0,21.7,False,Rio de Janeiro,RJ,Centro
TX-50233,2024-10-19,***.241.056-**,B�sico,1001000.0,"49,90",2024-10,,,,False,,,
TX-50234,2024-06-23,***.754.661-**,Premium,4538133.0,"99,90",2024-06,5.0,10.0,31.4,False,,,
TX-50235,2024-01-11,***.944.869-**,Anual,,"899,00",2024-01,4.0,3.0,95.4,False,,,
TX-50236,2024-07-01,***.554.781-**,B�sico,4538133.0,"49,90",2024-07,,,,False,,,
TX-50237,2024-02-23,***.671.307-**,Anual,50010000.0,"899,00",2024-02,3.0,,26.3,False,Recife,PE,Santo Antônio
TX-50238,2024-05-31,***.301.604-**,Premium,70040010.0,"99,90",2024-05,1.0,3.0,,False,Brasília,DF,Asa Norte
TX-50239,2024-11-23,***.687.906-**,B�sico,50010000.0,"49,90",2024-11,,,,False,Recife,PE,Santo Antônio
TX-50240,2024-02-04,***.733.549-**,,1001000.0,"49,90",2024-02,2.0,9.0,42.2,False,,,
TX-50241,2024-09-04,***.457.759-**,Premium,4538133.0,"99,90",2024-09,,,,False,,,
TX-50242,2024-05-12,***.533.774-**,B�sico,70040010.0,"49,90",2024-05,4.0,5.0,58.6,False,Brasília,DF,Asa Norte
TX-50243,2024-05-07,***.774.348-**,Premium,90010150.0,"99,90",2024-05,,,,False,Porto Alegre,RS,Centro Histórico
TX-50244,2024-02-22,***.690.551-**,Premium,30140071.0,"99,90",2024-02,4.0,,38.7,False,Belo Horizonte,MG,Boa Viagem
TX-50245,2024-02-03,***.833.920-**,Premium,60060440.0,"99,90",2024-02,5.0,10.0,60.4,False,Fortaleza,CE,Praia de Iracema
TX-50246,2024-12-19,***.282.005-**,B�sico,1001000.0,"49,90",2024-12,,,,False,,,
TX-50247,2024-10-16,***.872.649-**,B�sico,70040010.0,"49,90",2024-10,,,,False,Brasília,DF,Asa Norte
TX-50248,2024-04-28,***.913.577-**,B�sico,4538133.0,"49,90",2024-04,,,,False,,,
TX-50249,2024-07-23,***.761.820-**,B�sico,80010010.0,"49,90",2024-07,3.0,3.0,103.3,False,Curitiba,PR,Centro
TX-50250,2024-08-16,***.034.281-**,B�sico,90010150.0,"49,90",2024-08,,,,False,Porto Alegre,RS,Centro Histórico
TX-50251,2024-09-14,***.316.544-**,B�sico,69010000.0,"49,90",2024-09,,,,False,Manaus,AM,Centro
TX-50252,2024-11-30,***.452.088-**,Premium,90010150.0,"99,90",2024-11,,,,False,Porto Alegre,RS,Centro Histórico
TX-50253,2024-01-24,***.840.333-**,B�sico,4538133.0,"49,90",2024-01,,,,False,,,
TX-50254,2024-03-15,***.153.983-**,Premium,4538133.0,"99,90",2024-03,4.0,5.0,102.9,False,,,
TX-50255,2024-08-05,***.183.253-**,B�sico,80010010.0,"49,90",2024-08,,,,False,Curitiba,PR,Centro
TX-50256,2024-03-17,***.693.353-**,Premium,20031050.0,"99,90",2024-03,3.0,8.0,85.6,False,Rio de Janeiro,RJ,Centro
TX-50257,2024-04-01,***.432.029-**,B�sico,69010000.0,"49,90",2024-04,,,,False,Manaus,AM,Centro
TX-50258,2024-02-07,***.561.681-**,B�sico,80010010.0,"49,90",2024-02,4.0,1.0,20.0,False,Curitiba,PR,Centro
TX-50259,2024-11-09,***.060.290-**,B�sico,1001000.0,"49,90",2024-11,,,,False,,,
TX-50260,2024-11-23,***.817.203-**,B�sico,20031050.0,"49,90",2024-11,,,,False,Rio de Janeiro,RJ,Centro
TX-50261,2024-10-16,***.231.067-**,B�sico,90010150.0,"49,90",2024-10,,,,False,Porto Alegre,RS,Centro Histórico
TX-50262,2024-11-04,***.039.261-**,B�sico,20031050.0,"49,90",2024-11,,,,False,Rio de Janeiro,RJ,Centro
TX-50263,2024-10-18,***.904.290-**,B�sico,70040010.0,"49,90",2024-10,,,,False,Brasília,DF,Asa Norte
TX-50264,2024-12-22,***.010.783-**,B�sico,90010150.0,"49,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-50265,2024-11-02,***.034.471-**,Premium,,"99,90",2024-11,,,,True,,,
TX-50266,2024-12-31,***.029.593-**,Anual,30140071.0,"899,00",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50267,2024-10-16,***.080.820-**,B�sico,50010000.0,"49,90",2024-10,,,,False,Recife,PE,Santo Antônio
TX-50268,2024-12-10,***.990.802-**,B�sico,60060440.0,"49,90",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-50269,2024-01-31,***.217.982-**,Premium,4538133.0,"99,90",2024-01,2.0,3.0,3.3,False,,,
TX-50270,2024-09-16,***.639.343-**,B�sico,80010010.0,"49,90",2024-09,,,,False,Curitiba,PR,Centro
TX-50271,2024-10-10,***.129.592-**,Premium,1001000.0,"99,90",2024-10,,,,False,,,
TX-50272,2024-05-12,***.826.199-**,B�sico,80010010.0,"49,90",2024-05,1.0,6.0,106.5,False,Curitiba,PR,Centro
TX-50273,2024-01-24,***.927.524-**,B�sico,50010000.0,"49,90",2024-01,1.0,,125.0,False,Recife,PE,Santo Antônio
TX-50274,2024-03-04,***.845.881-**,B�sico,70040010.0,"49,90",2024-03,4.0,8.0,95.3,False,Brasília,DF,Asa Norte
TX-50275,2024-10-04,***.293.946-**,B�sico,4538133.0,"49,90",2024-10,,,,False,,,
TX-50276,2024-05-25,***.226.408-**,Premium,1001000.0,"99,90",2024-05,0.0,3.0,17.7,False,,,
TX-50277,2024-08-10,***.069.319-**,Premium,69010000.0,"99,90",2024-08,5.0,4.0,12.2,False,Manaus,AM,Centro
TX-50278,2024-09-05,***.880.670-**,Anual,70040010.0,"899,00",2024-09,2.0,6.0,147.8,False,Brasília,DF,Asa Norte
TX-50279,2024-09-13,***.849.912-**,B�sico,69010000.0,"49,90",2024-09,,,,False,Manaus,AM,Centro
TX-50280,2024-06-24,***.684.467-**,Premium,69010000.0,"99,90",2024-06,,,,False,Manaus,AM,Centro
TX-50281,2024-12-05,***.182.037-**,B�sico,30140071.0,"49,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50282,2024-10-21,***.827.681-**,B�sico,70040010.0,"49,90",2024-10,,,,False,Brasília,DF,Asa Norte
TX-50283,2024-11-29,***.835.505-**,B�sico,50010000.0,"49,90",2024-11,,,,False,Recife,PE,Santo Antônio
TX-50284,2024-11-17,***.590.947-**,B�sico,1001000.0,"49,90",2024-11,,,,False,,,
TX-50285,2024-06-25,***.685.621-**,B�sico,4538133.0,"49,90",2024-06,2.0,10.0,63.4,False,,,
TX-50286,2024-01-12,***.620.429-**,Premium,69010000.0,"99,90",2024-01,3.0,2.0,149.4,False,Manaus,AM,Centro
TX-50287,2024-12-10,***.742.054-**,Anual,70040010.0,"899,00",2024-12,,,,False,Brasília,DF,Asa Norte
TX-50288,2024-03-11,***.491.801-**,B�sico,70040010.0,"49,90",2024-03,4.0,,33.2,False,Brasília,DF,Asa Norte
TX-50289,2024-08-12,***.316.778-**,Premium,70040010.0,"99,90",2024-08,4.0,4.0,,False,Brasília,DF,Asa Norte
TX-50290,2024-01-28,***.737.831-**,B�sico,69010000.0,"49,90",2024-01,0.0,3.0,39.6,False,Manaus,AM,Centro
TX-50291,2024-08-10,***.760.523-**,B�sico,,"49,90",2024-08,4.0,6.0,29.9,False,,,
TX-50292,2024-08-23,***.134.476-**,B�sico,50010000.0,"49,90",2024-08,,,,False,Recife,PE,Santo Antônio
TX-50293,2024-07-07,***.250.642-**,B�sico,90010150.0,"49,90",2024-07,3.0,3.0,,False,Porto Alegre,RS,Centro Histórico
TX-50294,2024-04-07,***.198.327-**,B�sico,,"49,90",2024-04,3.0,10.0,93.1,False,,,
TX-50295,2024-02-01,***.015.819-**,Premium,69010000.0,"99,90",2024-02,5.0,7.0,89.0,False,Manaus,AM,Centro
TX-50296,2024-04-05,***.657.692-**,B�sico,20031050.0,"49,90",2024-04,,,,False,Rio de Janeiro,RJ,Centro
TX-50297,2024-06-24,***.879.968-**,B�sico,80010010.0,"49,90",2024-06,4.0,10.0,108.4,False,Curitiba,PR,Centro
TX-50298,2024-09-07,***.175.957-**,Anual,90010150.0,"899,00",2024-09,,,,True,Porto Alegre,RS,Centro Histórico
TX-50299,2024-01-16,***.586.267-**,Premium,80010010.0,"99,90",2024-01,,,,False,Curitiba,PR,Centro
TX-50300,2024-09-03,***.936.079-**,Premium,80010010.0,"99,90",2024-09,0.0,8.0,83.2,False,Curitiba,PR,Centro
TX-50301,2024-12-03,***.367.734-**,B�sico,70040010.0,"49,90",2024-12,,,,False,Brasília,DF,Asa Norte
TX-50302,2024-05-14,***.120.409-**,B�sico,70040010.0,"49,90",2024-05,3.0,10.0,40.9,False,Brasília,DF,Asa Norte
TX-50303,2024-12-19,***.251.293-**,B�sico,,"49,90",2024-12,,,,False,,,
TX-50304,2024-07-01,***.620.805-**,Premium,30140071.0,"99,90",2024-07,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50305,2024-01-31,***.315.828-**,Premium,4538133.0,"99,90",2024-01,5.0,,24.6,False,,,
TX-50306,2024-12-01,***.336.514-**,Premium,50010000.0,"99,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50307,2024-12-18,***.303.589-**,Premium,69010000.0,"99,90",2024-12,5.0,4.0,142.5,False,Manaus,AM,Centro
TX-50308,2024-09-08,***.239.412-**,B�sico,50010000.0,"49,90",2024-09,,,,False,Recife,PE,Santo Antônio
TX-50309,2024-10-31,***.573.036-**,B�sico,80010010.0,"49,90",2024-10,,,,False,Curitiba,PR,Centro
TX-50310,2024-10-10,***.943.945-**,B�sico,20031050.0,"49,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-50311,2024-08-14,***.295.806-**,B�sico,30140071.0,"49,90",2024-08,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50312,2024-02-05,***.452.288-**,B�sico,20031050.0,"49,90",2024-02,4.0,10.0,25.6,False,Rio de Janeiro,RJ,Centro
TX-50313,2024-04-20,***.305.966-**,B�sico,70040010.0,"49,90",2024-04,,,,False,Brasília,DF,Asa Norte
TX-50314,2024-12-16,***.317.749-**,Premium,50010000.0,"99,90",2024-12,,,,False,Recife,PE,Santo Antônio
TX-50315,2024-02-12,***.039.251-**,Anual,60060440.0,"899,00",2024-02,3.0,9.0,23.1,False,Fortaleza,CE,Praia de Iracema
TX-50316,2024-05-28,***.367.960-**,Anual,20031050.0,"899,00",2024-05,,,,False,Rio de Janeiro,RJ,Centro
TX-50317,2024-11-23,***.394.762-**,B�sico,4538133.0,"49,90",2024-11,,,,False,,,
TX-50318,2024-01-23,***.485.524-**,B�sico,90010150.0,"49,90",2024-01,5.0,10.0,,False,Porto Alegre,RS,Centro Histórico
TX-50319,2024-06-22,***.137.118-**,Premium,4538133.0,"99,90",2024-06,1.0,5.0,69.2,False,,,
TX-50320,2024-08-22,***.241.714-**,B�sico,1001000.0,"49,90",2024-08,,,,False,,,
TX-50321,2024-02-13,***.867.740-**,Premium,50010000.0,"99,90",2024-02,,,,True,Recife,PE,Santo Antônio
TX-50322,2024-04-28,***.235.733-**,,80010010.0,"49,90",2024-04,,,,False,Curitiba,PR,Centro
TX-50323,2024-01-16,***.461.607-**,Premium,60060440.0,"99,90",2024-01,3.0,8.0,125.2,False,Fortaleza,CE,Praia de Iracema
TX-50324,2024-02-07,***.654.025-**,B�sico,,"49,90",2024-02,1.0,4.0,59.0,False,,,
TX-50325,2024-06-14,***.119.604-**,B�sico,69010000.0,"49,90",2024-06,,,,False,Manaus,AM,Centro
TX-50326,2024-08-22,***.952.753-**,B�sico,90010150.0,"49,90",2024-08,2.0,9.0,21.7,False,Porto Alegre,RS,Centro Histórico
TX-50327,2024-05-31,***.324.165-**,,4538133.0,"99,90",2024-05,3.0,7.0,122.8,False,,,
TX-50328,2024-05-18,***.821.456-**,Anual,50010000.0,"899,00",2024-05,4.0,8.0,119.0,False,Recife,PE,Santo Antônio
TX-50329,2024-05-11,***.481.160-**,Premium,30140071.0,"99,90",2024-05,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50330,2024-10-30,***.788.754-**,B�sico,60060440.0,"49,90",2024-10,,,,False,Fortaleza,CE,Praia de Iracema
TX-50331,2024-07-17,***.341.465-**,Premium,30140071.0,"99,90",2024-07,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50332,2024-09-26,***.386.631-**,B�sico,60060440.0,"49,90",2024-09,3.0,5.0,126.3,False,Fortaleza,CE,Praia de Iracema
TX-50333,2024-10-29,***.416.052-**,B�sico,20031050.0,"49,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-50334,2024-03-04,***.331.586-**,B�sico,1001000.0,"49,90",2024-03,,,,False,,,
TX-50335,2024-04-07,***.826.312-**,Premium,80010010.0,"99,90",2024-04,,,,False,Curitiba,PR,Centro
TX-50336,2024-02-19,***.328.837-**,Premium,1001000.0,"99,90",2024-02,4.0,1.0,74.9,False,,,
TX-50337,2024-04-23,***.362.316-**,Premium,20031050.0,"99,90",2024-04,0.0,,,False,Rio de Janeiro,RJ,Centro
TX-50338,2024-03-25,***.679.984-**,Anual,50010000.0,"899,00",2024-03,,,,False,Recife,PE,Santo Antônio
TX-50339,2024-06-20,***.902.517-**,Anual,70040010.0,"899,00",2024-06,0.0,,113.1,False,Brasília,DF,Asa Norte
TX-50340,2024-01-10,***.578.984-**,Premium,80010010.0,"99,90",2024-01,5.0,4.0,,False,Curitiba,PR,Centro
TX-50341,2024-06-25,***.692.743-**,B�sico,4538133.0,"49,90",2024-06,,,,False,,,
TX-50342,2024-06-15,***.431.983-**,B�sico,60060440.0,"49,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-50343,2024-12-21,***.550.272-**,Anual,60060440.0,"899,00",2024-12,,,,False,Fortaleza,CE,Praia de Iracema
TX-50344,2024-06-05,***.788.260-**,Premium,20031050.0,"99,90",2024-06,0.0,9.0,124.1,False,Rio de Janeiro,RJ,Centro
TX-50345,2024-12-31,***.919.612-**,Premium,1001000.0,"99,90",2024-12,,,,False,,,
TX-50346,2024-10-13,***.026.952-**,Anual,30140071.0,"899,00",2024-10,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50347,2024-08-27,***.579.089-**,Premium,50010000.0,"99,90",2024-08,1.0,6.0,75.8,False,Recife,PE,Santo Antônio
TX-50348,2024-08-17,***.033.746-**,B�sico,4538133.0,"49,90",2024-08,1.0,7.0,131.7,False,,,
TX-50349,2024-07-07,***.182.339-**,Premium,4538133.0,"99,90",2024-07,5.0,10.0,,False,,,
TX-50350,2024-08-14,***.441.497-**,Premium,80010010.0,"99,90",2024-08,,,,False,Curitiba,PR,Centro
TX-50351,2024-02-04,***.368.750-**,Premium,1001000.0,"99,90",2024-02,5.0,3.0,31.1,False,,,
TX-50352,2024-05-29,***.090.883-**,,50010000.0,"49,90",2024-05,2.0,3.0,38.6,False,Recife,PE,Santo Antônio
TX-50353,2024-03-17,***.010.783-**,Premium,70040010.0,"99,90",2024-03,1.0,,54.6,False,Brasília,DF,Asa Norte
TX-50354,2024-04-29,***.174.653-**,Premium,30140071.0,"99,90",2024-04,2.0,3.0,,False,Belo Horizonte,MG,Boa Viagem
TX-50355,2024-03-27,***.157.809-**,Anual,80010010.0,"899,00",2024-03,,,,False,Curitiba,PR,Centro
TX-50356,2024-08-14,***.260.423-**,Anual,50010000.0,"899,00",2024-08,,,,False,Recife,PE,Santo Antônio
TX-50357,2024-06-13,***.306.935-**,Anual,30140071.0,"899,00",2024-06,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50358,2024-10-11,***.725.058-**,Anual,50010000.0,"899,00",2024-10,,,,False,Recife,PE,Santo Antônio
TX-50359,2024-09-08,***.378.912-**,B�sico,1001000.0,"49,90",2024-09,,,,False,,,
TX-50360,2024-10-21,***.294.831-**,B�sico,60060440.0,"49,90",2024-10,,,,False,Fortaleza,CE,Praia de Iracema
TX-50361,2024-03-11,***.623.120-**,Anual,30140071.0,"899,00",2024-03,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50362,2024-08-25,***.606.664-**,B�sico,70040010.0,"49,90",2024-08,1.0,8.0,120.2,False,Brasília,DF,Asa Norte
TX-50363,2024-04-07,***.820.175-**,B�sico,60060440.0,"49,90",2024-04,,,,False,Fortaleza,CE,Praia de Iracema
TX-50364,2024-11-06,***.157.905-**,B�sico,50010000.0,"49,90",2024-11,,,,False,Recife,PE,Santo Antônio
TX-50365,2024-10-31,***.692.786-**,B�sico,60060440.0,"49,90",2024-10,,,,False,Fortaleza,CE,Praia de Iracema
TX-50366,2024-05-02,***.794.332-**,B�sico,1001000.0,"49,90",2024-05,0.0,9.0,44.6,False,,,
TX-50367,2024-12-29,***.431.983-**,Premium,90010150.0,"99,90",2024-12,,,,False,Porto Alegre,RS,Centro Histórico
TX-50368,2024-04-18,***.948.993-**,Anual,20031050.0,"899,00",2024-04,4.0,2.0,68.7,False,Rio de Janeiro,RJ,Centro
TX-50369,2024-10-27,***.118.718-**,B�sico,50010000.0,"49,90",2024-10,,,,False,Recife,PE,Santo Antônio
TX-50370,2024-06-11,***.891.248-**,Anual,20031050.0,"899,00",2024-06,0.0,7.0,143.9,False,Rio de Janeiro,RJ,Centro
TX-50371,2024-06-15,***.737.831-**,B�sico,30140071.0,"49,90",2024-06,4.0,5.0,69.8,False,Belo Horizonte,MG,Boa Viagem
TX-50372,2024-01-28,***.660.558-**,B�sico,60060440.0,"49,90",2024-01,5.0,6.0,8.4,False,Fortaleza,CE,Praia de Iracema
TX-50373,2024-08-08,***.596.363-**,Premium,20031050.0,"99,90",2024-08,,,,False,Rio de Janeiro,RJ,Centro
TX-50374,2024-12-20,***.102.290-**,Premium,1001000.0,"99,90",2024-12,,,,False,,,
TX-50375,2024-02-24,***.155.323-**,B�sico,80010010.0,"49,90",2024-02,4.0,3.0,,False,Curitiba,PR,Centro
TX-50376,2024-08-04,***.547.940-**,Premium,50010000.0,"99,90",2024-08,5.0,,72.5,False,Recife,PE,Santo Antônio
TX-50377,2024-06-19,***.174.653-**,Premium,50010000.0,"99,90",2024-06,2.0,,,False,Recife,PE,Santo Antônio
TX-50378,2024-03-15,***.622.398-**,B�sico,70040010.0,"49,90",2024-03,,,,False,Brasília,DF,Asa Norte
TX-50379,2024-11-01,***.389.030-**,B�sico,60060440.0,"49,90",2024-11,,,,False,Fortaleza,CE,Praia de Iracema
TX-50380,2024-10-06,***.330.165-**,Anual,50010000.0,"899,00",2024-10,1.0,,135.4,False,Recife,PE,Santo Antônio
TX-50381,2024-09-22,***.942.321-**,Premium,1001000.0,"99,90",2024-09,,,,False,,,
TX-50382,2024-09-16,***.271.094-**,B�sico,,"49,90",2024-09,,,,False,,,
TX-50383,2024-08-01,***.450.691-**,Premium,60060440.0,"99,90",2024-08,,,,False,Fortaleza,CE,Praia de Iracema
TX-50384,2024-01-24,***.984.858-**,B�sico,60060440.0,"49,90",2024-01,5.0,,129.3,False,Fortaleza,CE,Praia de Iracema
TX-50385,2024-10-04,***.146.717-**,B�sico,70040010.0,"49,90",2024-10,,,,False,Brasília,DF,Asa Norte
TX-50386,2024-12-22,***.207.346-**,Premium,4538133.0,"99,90",2024-12,5.0,7.0,12.4,False,,,
TX-50387,2024-05-05,***.380.403-**,B�sico,4538133.0,"49,90",2024-05,1.0,4.0,99.3,False,,,
TX-50388,2024-04-14,***.656.976-**,B�sico,90010150.0,"49,90",2024-04,0.0,3.0,57.6,False,Porto Alegre,RS,Centro Histórico
TX-50389,2024-02-04,***.013.712-**,Premium,70040010.0,"99,90",2024-02,5.0,,18.1,False,Brasília,DF,Asa Norte
TX-50390,2024-02-01,***.462.506-**,B�sico,60060440.0,"49,90",2024-02,,,,False,Fortaleza,CE,Praia de Iracema
TX-50391,2024-02-24,***.402.119-**,B�sico,20031050.0,"49,90",2024-02,,,,False,Rio de Janeiro,RJ,Centro
TX-50392,2024-02-16,***.012.495-**,Premium,60060440.0,"99,90",2024-02,5.0,9.0,59.8,False,Fortaleza,CE,Praia de Iracema
TX-50393,2024-09-22,***.013.649-**,B�sico,90010150.0,"49,90",2024-09,,,,False,Porto Alegre,RS,Centro Histórico
TX-50394,2024-10-02,***.554.260-**,Premium,20031050.0,"99,90",2024-10,,,,False,Rio de Janeiro,RJ,Centro
TX-50395,2024-01-24,***.764.925-**,Premium,20031050.0,"99,90",2024-01,1.0,2.0,17.2,False,Rio de Janeiro,RJ,Centro
TX-50396,2024-10-19,***.029.586-**,,20031050.0,"49,90",2024-10,5.0,9.0,114.8,False,Rio de Janeiro,RJ,Centro
TX-50397,2024-03-18,***.681.636-**,B�sico,4538133.0,"49,90",2024-03,1.0,1.0,134.1,False,,,
TX-50398,2024-11-07,***.157.164-**,Premium,20031050.0,"99,90",2024-11,,,,False,Rio de Janeiro,RJ,Centro
TX-50399,2024-12-22,***.326.973-**,B�sico,1001000.0,"49,90",2024-12,,,,False,,,
TX-50400,2024-04-11,***.427.557-**,B�sico,70040010.0,"49,90",2024-04,3.0,,134.7,False,Brasília,DF,Asa Norte
TX-50401,2024-10-28,***.639.243-**,,4538133.0,"49,90",2024-10,,,,False,,,
TX-50402,2024-11-30,***.026.656-**,B�sico,30140071.0,"49,90",2024-11,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50403,2024-11-13,***.475.410-**,Anual,50010000.0,"899,00",2024-11,,,,False,Recife,PE,Santo Antônio
TX-50404,2024-08-10,***.788.116-**,B�sico,90010150.0,"49,90",2024-08,,,,False,Porto Alegre,RS,Centro Histórico
TX-50405,2024-05-23,***.811.457-**,Premium,30140071.0,"99,90",2024-05,5.0,2.0,86.9,False,Belo Horizonte,MG,Boa Viagem
TX-50406,2024-10-23,***.703.175-**,B�sico,1001000.0,"49,90",2024-10,,,,False,,,
TX-50407,2024-04-10,***.136.337-**,B�sico,70040010.0,"49,90",2024-04,1.0,6.0,47.9,False,Brasília,DF,Asa Norte
TX-50408,2024-07-08,***.621.236-**,Anual,60060440.0,"899,00",2024-07,,,,False,Fortaleza,CE,Praia de Iracema
TX-50409,2024-03-14,***.901.649-**,B�sico,90010150.0,"49,90",2024-03,2.0,,0.5,False,Porto Alegre,RS,Centro Histórico
TX-50410,2024-11-23,***.740.675-**,B�sico,70040010.0,"49,90",2024-11,,,,False,Brasília,DF,Asa Norte
TX-50411,2024-08-07,***.732.895-**,Anual,50010000.0,"899,00",2024-08,,,,False,Recife,PE,Santo Antônio
TX-50412,2024-01-15,***.559.835-**,Premium,1001000.0,"99,90",2024-01,2.0,1.0,137.2,False,,,
TX-50413,2024-07-09,***.167.014-**,B�sico,50010000.0,"49,90",2024-07,,,,False,Recife,PE,Santo Antônio
TX-50414,2024-05-12,***.527.177-**,Premium,90010150.0,"99,90",2024-05,,,,False,Porto Alegre,RS,Centro Histórico
TX-50415,2024-12-11,***.271.937-**,Premium,80010010.0,"99,90",2024-12,,,,False,Curitiba,PR,Centro
TX-50416,2024-03-21,***.845.960-**,B�sico,90010150.0,"49,90",2024-03,,,,False,Porto Alegre,RS,Centro Histórico
TX-50417,2024-12-25,***.391.171-**,B�sico,20031050.0,"49,90",2024-12,,,,True,Rio de Janeiro,RJ,Centro
TX-50418,2024-05-20,***.047.266-**,B�sico,60060440.0,"49,90",2024-05,,,,False,Fortaleza,CE,Praia de Iracema
TX-50419,2024-07-15,***.886.878-**,Premium,60060440.0,"99,90",2024-07,1.0,9.0,7.6,False,Fortaleza,CE,Praia de Iracema
TX-50420,2024-04-21,***.705.383-**,B�sico,1001000.0,"49,90",2024-04,3.0,4.0,,True,,,
TX-50421,2024-07-10,***.895.677-**,Premium,70040010.0,"99,90",2024-07,5.0,1.0,99.6,False,Brasília,DF,Asa Norte
TX-50422,2024-05-25,***.716.323-**,B�sico,90010150.0,"49,90",2024-05,5.0,2.0,149.7,False,Porto Alegre,RS,Centro Histórico
TX-50423,2024-08-22,***.671.832-**,B�sico,60060440.0,"49,90",2024-08,4.0,7.0,111.6,False,Fortaleza,CE,Praia de Iracema
TX-50424,2024-01-27,***.055.661-**,Premium,1001000.0,"99,90",2024-01,0.0,5.0,96.3,False,,,
TX-50425,2024-09-10,***.410.404-**,B�sico,90010150.0,"49,90",2024-09,,,,False,Porto Alegre,RS,Centro Histórico
TX-50426,2024-07-21,***.530.515-**,Premium,1001000.0,"99,90",2024-07,,,,False,,,
TX-50427,2024-12-29,***.921.643-**,Premium,30140071.0,"99,90",2024-12,,,,False,Belo Horizonte,MG,Boa Viagem
TX-50428,2024-11-01,***.330.833-**,B�sico,70040010.0,"49,90",2024-11,,,,False,Brasília,DF,Asa Norte
TX-50429,2024-06-11,***.611.338-**,Premium,60060440.0,"99,90",2024-06,,,,False,Fortaleza,CE,Praia de Iracema
TX-50430,2024-08-29,***.288.137-**,B�sico,1001000.0,"49,90",2024-08,0.0,3.0,7.3,False,,,
TX-50431,2024-05-18,***.797.802-**,B�sico,60060440.0,"49,90",2024-05,5.0,7.0,123.3,False,Fortaleza,CE,Praia de Iracema
TX-50432,2024-05-11,***.505.962-**,B�sico,50010000.0,"49,90",2024-05,2.0,8.0,85.7,False,Recife,PE,Santo Antônio
